timestamp,mutant_id,model,response_model,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd
2026-07-08T13:52:12.665569+00:00,Lang_10f_full_913,gpt-4o-mini,gpt-4o-mini-2024-07-18,363,39,402,7.785e-05
2026-07-08T13:52:15.163450+00:00,Lang_10f_full_919,gpt-4o-mini,gpt-4o-mini-2024-07-18,340,44,384,7.74e-05
2026-07-08T13:52:16.887892+00:00,Lang_10f_full_927,gpt-4o-mini,gpt-4o-mini-2024-07-18,331,47,378,7.785e-05
2026-07-08T13:52:18.968090+00:00,Lang_10f_full_928,gpt-4o-mini,gpt-4o-mini-2024-07-18,363,44,407,8.084999999999999e-05
2026-07-08T13:52:21.156465+00:00,Lang_10f_full_932,gpt-4o-mini,gpt-4o-mini-2024-07-18,367,47,414,8.324999999999999e-05
2026-07-08T13:52:23.166159+00:00,Lang_10f_full_937,gpt-4o-mini,gpt-4o-mini-2024-07-18,321,43,364,7.395e-05
2026-07-08T13:52:25.453657+00:00,Lang_10f_full_94,gpt-4o-mini,gpt-4o-mini-2024-07-18,339,45,384,7.785e-05
2026-07-08T13:52:28.034208+00:00,Lang_10f_full_947,gpt-4o-mini,gpt-4o-mini-2024-07-18,311,52,363,7.785e-05
2026-07-08T13:52:30.189583+00:00,Lang_10f_full_966,gpt-4o-mini,gpt-4o-mini-2024-07-18,323,43,366,7.425e-05
2026-07-08T13:52:32.159606+00:00,Lang_10f_full_974,gpt-4o-mini,gpt-4o-mini-2024-07-18,327,47,374,7.725e-05
2026-07-08T13:52:34.390414+00:00,Lang_10f_full_980,gpt-4o-mini,gpt-4o-mini-2024-07-18,334,43,377,7.59e-05
2026-07-08T13:52:36.099510+00:00,Lang_1f_modified_112,gpt-4o-mini,gpt-4o-mini-2024-07-18,333,43,376,7.575e-05
2026-07-08T13:52:37.810973+00:00,Lang_1f_modified_137,gpt-4o-mini,gpt-4o-mini-2024-07-18,350,38,388,7.53e-05
2026-07-08T13:52:42.540757+00:00,Lang_1f_modified_149,gpt-4o-mini,gpt-4o-mini-2024-07-18,368,48,416,8.4e-05
2026-07-08T13:52:44.225212+00:00,Lang_1f_modified_160,gpt-4o-mini,gpt-4o-mini-2024-07-18,379,41,420,8.145e-05
2026-07-08T13:52:46.145962+00:00,Lang_1f_modified_18,gpt-4o-mini,gpt-4o-mini-2024-07-18,313,46,359,7.455e-05
2026-07-08T13:52:48.021473+00:00,Lang_1f_modified_192,gpt-4o-mini,gpt-4o-mini-2024-07-18,308,48,356,7.5e-05
2026-07-08T13:52:49.936916+00:00,Lang_1f_modified_193,gpt-4o-mini,gpt-4o-mini-2024-07-18,343,43,386,7.725e-05
2026-07-08T13:52:51.679821+00:00,Lang_1f_modified_195,gpt-4o-mini,gpt-4o-mini-2024-07-18,353,37,390,7.515e-05
2026-07-08T13:52:53.181665+00:00,Lang_1f_modified_196,gpt-4o-mini,gpt-4o-mini-2024-07-18,353,37,390,7.515e-05
2026-07-08T13:52:54.844645+00:00,Lang_1f_modified_198,gpt-4o-mini,gpt-4o-mini-2024-07-18,325,40,365,7.275e-05
2026-07-08T13:52:56.746840+00:00,Lang_1f_modified_202,gpt-4o-mini,gpt-4o-mini-2024-07-18,320,40,360,7.2e-05
2026-07-08T13:52:58.310197+00:00,Lang_1f_modified_205,gpt-4o-mini,gpt-4o-mini-2024-07-18,331,35,366,7.065e-05
2026-07-08T13:52:59.983629+00:00,Lang_1f_modified_213,gpt-4o-mini,gpt-4o-mini-2024-07-18,323,43,366,7.425e-05
2026-07-08T13:53:01.840727+00:00,Lang_1f_modified_220,gpt-4o-mini,gpt-4o-mini-2024-07-18,307,43,350,7.185e-05
2026-07-08T13:53:03.517237+00:00,Lang_1f_modified_231,gpt-4o-mini,gpt-4o-mini-2024-07-18,319,54,373,8.025e-05
2026-07-08T13:53:05.471751+00:00,Lang_1f_modified_246,gpt-4o-mini,gpt-4o-mini-2024-07-18,305,40,345,6.974999999999999e-05
2026-07-08T13:53:11.280128+00:00,Lang_1f_modified_259,gpt-4o-mini,gpt-4o-mini-2024-07-18,336,44,380,7.68e-05
2026-07-08T13:53:13.292668+00:00,Lang_1f_modified_269,gpt-4o-mini,gpt-4o-mini-2024-07-18,337,39,376,7.395000000000001e-05
2026-07-08T13:53:14.846276+00:00,Lang_1f_modified_281,gpt-4o-mini,gpt-4o-mini-2024-07-18,317,41,358,7.214999999999999e-05
2026-07-08T13:53:16.613490+00:00,Lang_1f_modified_304,gpt-4o-mini,gpt-4o-mini-2024-07-18,290,46,336,7.11e-05
2026-07-08T13:53:18.341408+00:00,Lang_1f_modified_331,gpt-4o-mini,gpt-4o-mini-2024-07-18,327,43,370,7.484999999999999e-05
2026-07-08T13:53:20.235649+00:00,Lang_1f_modified_335,gpt-4o-mini,gpt-4o-mini-2024-07-18,304,54,358,7.8e-05
2026-07-08T13:53:22.142456+00:00,Lang_1f_modified_350,gpt-4o-mini,gpt-4o-mini-2024-07-18,299,47,346,7.305e-05
2026-07-08T13:53:23.912487+00:00,Lang_1f_modified_352,gpt-4o-mini,gpt-4o-mini-2024-07-18,300,47,347,7.319999999999999e-05
2026-07-08T13:53:25.628930+00:00,Lang_1f_modified_353,gpt-4o-mini,gpt-4o-mini-2024-07-18,314,40,354,7.11e-05
2026-07-08T13:53:27.419640+00:00,Lang_1f_modified_356,gpt-4o-mini,gpt-4o-mini-2024-07-18,310,41,351,7.11e-05
2026-07-08T13:53:29.037366+00:00,Lang_1f_modified_358,gpt-4o-mini,gpt-4o-mini-2024-07-18,282,49,331,7.170000000000001e-05
2026-07-08T13:53:30.869318+00:00,Lang_1f_modified_359,gpt-4o-mini,gpt-4o-mini-2024-07-18,272,45,317,6.78e-05
2026-07-08T13:53:32.453543+00:00,Lang_1f_modified_367,gpt-4o-mini,gpt-4o-mini-2024-07-18,300,46,346,7.26e-05
2026-07-08T13:53:34.189844+00:00,Lang_1f_modified_368,gpt-4o-mini,gpt-4o-mini-2024-07-18,284,46,330,7.02e-05
2026-07-08T13:53:35.874259+00:00,Lang_1f_modified_371,gpt-4o-mini,gpt-4o-mini-2024-07-18,310,41,351,7.11e-05
2026-07-08T13:53:37.628580+00:00,Lang_1f_modified_380,gpt-4o-mini,gpt-4o-mini-2024-07-18,313,46,359,7.455e-05
2026-07-08T13:53:39.413780+00:00,Lang_1f_modified_41,gpt-4o-mini,gpt-4o-mini-2024-07-18,346,44,390,7.83e-05
2026-07-08T13:53:41.211037+00:00,Lang_1f_modified_42,gpt-4o-mini,gpt-4o-mini-2024-07-18,366,41,407,7.95e-05
2026-07-08T13:53:43.652727+00:00,Lang_1f_modified_56,gpt-4o-mini,gpt-4o-mini-2024-07-18,338,43,381,7.649999999999999e-05
2026-07-08T13:53:45.315311+00:00,Lang_1f_modified_69,gpt-4o-mini,gpt-4o-mini-2024-07-18,384,45,429,8.46e-05
2026-07-08T13:53:46.961963+00:00,Lang_1f_modified_76,gpt-4o-mini,gpt-4o-mini-2024-07-18,367,41,408,7.965e-05
2026-07-08T13:53:48.741253+00:00,Lang_1f_modified_78,gpt-4o-mini,gpt-4o-mini-2024-07-18,388,48,436,8.7e-05
2026-07-08T13:53:50.606657+00:00,Lang_1f_modified_92,gpt-4o-mini,gpt-4o-mini-2024-07-18,374,43,417,8.19e-05
2026-07-08T13:53:52.285412+00:00,Lang_3f_modified_104,gpt-4o-mini,gpt-4o-mini-2024-07-18,295,48,343,7.305e-05
2026-07-08T13:53:54.253509+00:00,Lang_3f_modified_12,gpt-4o-mini,gpt-4o-mini-2024-07-18,354,43,397,7.89e-05
2026-07-08T13:53:55.995097+00:00,Lang_3f_modified_124,gpt-4o-mini,gpt-4o-mini-2024-07-18,295,47,342,7.245e-05
2026-07-08T13:53:57.831501+00:00,Lang_3f_modified_137,gpt-4o-mini,gpt-4o-mini-2024-07-18,368,40,408,7.92e-05
2026-07-08T13:54:00.068854+00:00,Lang_3f_modified_150,gpt-4o-mini,gpt-4o-mini-2024-07-18,379,43,422,8.265e-05
2026-07-08T13:54:02.255862+00:00,Lang_3f_modified_153,gpt-4o-mini,gpt-4o-mini-2024-07-18,341,49,390,8.054999999999999e-05
2026-07-08T13:54:05.166669+00:00,Lang_3f_modified_179,gpt-4o-mini,gpt-4o-mini-2024-07-18,325,40,365,7.275e-05
2026-07-08T13:54:07.133386+00:00,Lang_3f_modified_18,gpt-4o-mini,gpt-4o-mini-2024-07-18,313,44,357,7.335e-05
2026-07-08T13:54:08.817152+00:00,Lang_3f_modified_185,gpt-4o-mini,gpt-4o-mini-2024-07-18,353,39,392,7.635e-05
2026-07-08T13:54:10.434418+00:00,Lang_3f_modified_187,gpt-4o-mini,gpt-4o-mini-2024-07-18,327,42,369,7.424999999999999e-05
2026-07-08T13:54:12.202974+00:00,Lang_3f_modified_197,gpt-4o-mini,gpt-4o-mini-2024-07-18,325,39,364,7.214999999999999e-05
2026-07-08T13:54:13.824752+00:00,Lang_3f_modified_199,gpt-4o-mini,gpt-4o-mini-2024-07-18,325,38,363,7.155e-05
2026-07-08T13:54:15.470904+00:00,Lang_3f_modified_203,gpt-4o-mini,gpt-4o-mini-2024-07-18,323,43,366,7.425e-05
2026-07-08T13:54:17.253317+00:00,Lang_3f_modified_221,gpt-4o-mini,gpt-4o-mini-2024-07-18,319,54,373,8.025e-05
2026-07-08T13:54:19.199310+00:00,Lang_3f_modified_233,gpt-4o-mini,gpt-4o-mini-2024-07-18,319,47,366,7.604999999999999e-05
2026-07-08T13:54:20.945239+00:00,Lang_3f_modified_240,gpt-4o-mini,gpt-4o-mini-2024-07-18,320,40,360,7.2e-05
2026-07-08T13:54:23.021635+00:00,Lang_3f_modified_244,gpt-4o-mini,gpt-4o-mini-2024-07-18,306,49,355,7.529999999999999e-05
2026-07-08T13:54:24.891198+00:00,Lang_3f_modified_265,gpt-4o-mini,gpt-4o-mini-2024-07-18,317,41,358,7.214999999999999e-05
2026-07-08T13:54:26.476032+00:00,Lang_3f_modified_272,gpt-4o-mini,gpt-4o-mini-2024-07-18,299,52,351,7.605e-05
2026-07-08T13:54:28.250183+00:00,Lang_3f_modified_274,gpt-4o-mini,gpt-4o-mini-2024-07-18,300,47,347,7.319999999999999e-05
2026-07-08T13:54:29.957271+00:00,Lang_3f_modified_284,gpt-4o-mini,gpt-4o-mini-2024-07-18,304,48,352,7.44e-05
2026-07-08T13:54:32.185706+00:00,Lang_3f_modified_285,gpt-4o-mini,gpt-4o-mini-2024-07-18,320,40,360,7.2e-05
2026-07-08T13:54:33.927180+00:00,Lang_3f_modified_29,gpt-4o-mini,gpt-4o-mini-2024-07-18,284,42,326,6.78e-05
2026-07-08T13:54:35.650123+00:00,Lang_3f_modified_308,gpt-4o-mini,gpt-4o-mini-2024-07-18,300,47,347,7.319999999999999e-05
2026-07-08T13:54:37.460700+00:00,Lang_3f_modified_31,gpt-4o-mini,gpt-4o-mini-2024-07-18,335,47,382,7.845e-05
2026-07-08T13:54:39.322495+00:00,Lang_3f_modified_32,gpt-4o-mini,gpt-4o-mini-2024-07-18,342,48,390,8.01e-05
2026-07-08T13:54:41.253181+00:00,Lang_3f_modified_325,gpt-4o-mini,gpt-4o-mini-2024-07-18,304,50,354,7.560000000000001e-05
2026-07-08T13:54:42.917060+00:00,Lang_3f_modified_340,gpt-4o-mini,gpt-4o-mini-2024-07-18,299,43,342,7.065e-05
2026-07-08T13:54:44.579474+00:00,Lang_3f_modified_341,gpt-4o-mini,gpt-4o-mini-2024-07-18,318,39,357,7.11e-05
2026-07-08T13:54:46.244167+00:00,Lang_3f_modified_351,gpt-4o-mini,gpt-4o-mini-2024-07-18,302,41,343,6.99e-05
2026-07-08T13:54:48.035175+00:00,Lang_3f_modified_36,gpt-4o-mini,gpt-4o-mini-2024-07-18,387,44,431,8.444999999999999e-05
2026-07-08T13:54:49.808536+00:00,Lang_3f_modified_370,gpt-4o-mini,gpt-4o-mini-2024-07-18,313,43,356,7.275e-05
2026-07-08T13:54:51.521149+00:00,Lang_3f_modified_39,gpt-4o-mini,gpt-4o-mini-2024-07-18,366,49,415,8.429999999999999e-05
2026-07-08T13:54:53.426644+00:00,Lang_3f_modified_50,gpt-4o-mini,gpt-4o-mini-2024-07-18,385,44,429,8.414999999999999e-05
2026-07-08T13:54:55.246628+00:00,Lang_3f_modified_55,gpt-4o-mini,gpt-4o-mini-2024-07-18,335,43,378,7.605e-05
2026-07-08T13:54:57.050970+00:00,Lang_3f_modified_70,gpt-4o-mini,gpt-4o-mini-2024-07-18,367,44,411,8.145e-05
2026-07-08T13:54:58.927795+00:00,Lang_3f_modified_73,gpt-4o-mini,gpt-4o-mini-2024-07-18,340,36,376,7.26e-05
2026-07-08T13:55:00.603985+00:00,Lang_3f_modified_96,gpt-4o-mini,gpt-4o-mini-2024-07-18,383,48,431,8.625e-05
2026-07-08T13:55:02.449029+00:00,Lang_4f_modified_12,gpt-4o-mini,gpt-4o-mini-2024-07-18,350,47,397,8.07e-05
2026-07-08T13:55:04.736587+00:00,Lang_4f_modified_5,gpt-4o-mini,gpt-4o-mini-2024-07-18,301,45,346,7.215e-05
2026-07-08T13:55:06.510975+00:00,Lang_6f_full_1003,gpt-4o-mini,gpt-4o-mini-2024-07-18,316,46,362,7.5e-05
2026-07-08T13:55:08.609903+00:00,Lang_6f_full_1006,gpt-4o-mini,gpt-4o-mini-2024-07-18,362,39,401,7.769999999999999e-05
2026-07-08T13:55:10.375718+00:00,Lang_6f_full_1008,gpt-4o-mini,gpt-4o-mini-2024-07-18,362,39,401,7.769999999999999e-05
2026-07-08T13:55:11.868903+00:00,Lang_6f_full_1015,gpt-4o-mini,gpt-4o-mini-2024-07-18,371,37,408,7.785e-05
2026-07-08T13:55:13.443167+00:00,Lang_6f_full_1021,gpt-4o-mini,gpt-4o-mini-2024-07-18,382,40,422,8.13e-05
2026-07-08T13:55:15.428506+00:00,Lang_6f_full_1051,gpt-4o-mini,gpt-4o-mini-2024-07-18,309,43,352,7.214999999999999e-05
2026-07-08T13:55:17.430494+00:00,Lang_6f_full_1055,gpt-4o-mini,gpt-4o-mini-2024-07-18,324,41,365,7.32e-05
2026-07-08T13:55:21.414942+00:00,Lang_6f_full_1064,gpt-4o-mini,gpt-4o-mini-2024-07-18,328,43,371,7.5e-05
2026-07-08T13:55:23.331311+00:00,Lang_6f_full_1070,gpt-4o-mini,gpt-4o-mini-2024-07-18,318,39,357,7.11e-05
2026-07-08T13:55:24.957404+00:00,Lang_6f_full_1071,gpt-4o-mini,gpt-4o-mini-2024-07-18,313,44,357,7.335e-05
2026-07-08T13:55:26.827353+00:00,Lang_6f_full_108,gpt-4o-mini,gpt-4o-mini-2024-07-18,351,42,393,7.785e-05
2026-07-08T13:55:28.724473+00:00,Lang_6f_full_1085,gpt-4o-mini,gpt-4o-mini-2024-07-18,349,48,397,8.115000000000001e-05
2026-07-08T13:55:30.715014+00:00,Lang_6f_full_109,gpt-4o-mini,gpt-4o-mini-2024-07-18,351,42,393,7.785e-05
2026-07-08T13:55:32.756954+00:00,Lang_6f_full_1098,gpt-4o-mini,gpt-4o-mini-2024-07-18,355,34,389,7.365e-05
2026-07-08T13:55:34.339513+00:00,Lang_6f_full_1129,gpt-4o-mini,gpt-4o-mini-2024-07-18,329,44,373,7.575e-05
2026-07-08T13:55:36.180965+00:00,Lang_6f_full_1133,gpt-4o-mini,gpt-4o-mini-2024-07-18,332,39,371,7.319999999999999e-05
2026-07-08T13:55:38.149592+00:00,Lang_6f_full_1147,gpt-4o-mini,gpt-4o-mini-2024-07-18,339,40,379,7.485e-05
2026-07-08T13:55:40.148598+00:00,Lang_6f_full_1157,gpt-4o-mini,gpt-4o-mini-2024-07-18,318,50,368,7.769999999999999e-05
2026-07-08T13:55:42.121542+00:00,Lang_6f_full_1162,gpt-4o-mini,gpt-4o-mini-2024-07-18,326,48,374,7.77e-05
2026-07-08T13:55:44.012124+00:00,Lang_6f_full_1164,gpt-4o-mini,gpt-4o-mini-2024-07-18,331,47,378,7.785e-05
2026-07-08T13:55:45.832427+00:00,Lang_6f_full_117,gpt-4o-mini,gpt-4o-mini-2024-07-18,373,42,415,8.115e-05
2026-07-08T13:55:47.804228+00:00,Lang_6f_full_1177,gpt-4o-mini,gpt-4o-mini-2024-07-18,336,41,377,7.5e-05
2026-07-08T13:55:49.419901+00:00,Lang_6f_full_1198,gpt-4o-mini,gpt-4o-mini-2024-07-18,333,39,372,7.335e-05
2026-07-08T13:55:51.151872+00:00,Lang_6f_full_1219,gpt-4o-mini,gpt-4o-mini-2024-07-18,365,43,408,8.054999999999999e-05
2026-07-08T13:55:52.745840+00:00,Lang_6f_full_1228,gpt-4o-mini,gpt-4o-mini-2024-07-18,334,46,380,7.769999999999999e-05
2026-07-08T13:55:54.470053+00:00,Lang_6f_full_124,gpt-4o-mini,gpt-4o-mini-2024-07-18,354,41,395,7.769999999999999e-05
2026-07-08T13:55:56.443222+00:00,Lang_6f_full_1256,gpt-4o-mini,gpt-4o-mini-2024-07-18,307,43,350,7.185e-05
2026-07-08T13:55:58.264051+00:00,Lang_6f_full_1275,gpt-4o-mini,gpt-4o-mini-2024-07-18,316,38,354,7.02e-05
2026-07-08T13:56:00.102677+00:00,Lang_6f_full_128,gpt-4o-mini,gpt-4o-mini-2024-07-18,361,42,403,7.934999999999999e-05
2026-07-08T13:56:02.371958+00:00,Lang_6f_full_1281,gpt-4o-mini,gpt-4o-mini-2024-07-18,301,48,349,7.395e-05
2026-07-08T13:56:04.573997+00:00,Lang_6f_full_1282,gpt-4o-mini,gpt-4o-mini-2024-07-18,287,44,331,6.945e-05
2026-07-08T13:56:06.259569+00:00,Lang_6f_full_1286,gpt-4o-mini,gpt-4o-mini-2024-07-18,307,47,354,7.424999999999999e-05
2026-07-08T13:56:07.963617+00:00,Lang_6f_full_1290,gpt-4o-mini,gpt-4o-mini-2024-07-18,314,47,361,7.53e-05
2026-07-08T13:56:09.817406+00:00,Lang_6f_full_1302,gpt-4o-mini,gpt-4o-mini-2024-07-18,287,48,335,7.185e-05
2026-07-08T13:56:11.724173+00:00,Lang_6f_full_1314,gpt-4o-mini,gpt-4o-mini-2024-07-18,352,37,389,7.5e-05
2026-07-08T13:56:13.560063+00:00,Lang_6f_full_1315,gpt-4o-mini,gpt-4o-mini-2024-07-18,352,41,393,7.74e-05
2026-07-08T13:56:15.457479+00:00,Lang_6f_full_1318,gpt-4o-mini,gpt-4o-mini-2024-07-18,326,53,379,8.070000000000001e-05
2026-07-08T13:56:17.533183+00:00,Lang_6f_full_1324,gpt-4o-mini,gpt-4o-mini-2024-07-18,332,42,374,7.5e-05
2026-07-08T13:56:19.764265+00:00,Lang_6f_full_1349,gpt-4o-mini,gpt-4o-mini-2024-07-18,313,45,358,7.395000000000001e-05
2026-07-08T13:56:21.680721+00:00,Lang_6f_full_135,gpt-4o-mini,gpt-4o-mini-2024-07-18,277,41,318,6.615e-05
2026-07-08T13:56:23.662222+00:00,Lang_6f_full_1352,gpt-4o-mini,gpt-4o-mini-2024-07-18,308,51,359,7.68e-05
2026-07-08T13:56:25.717966+00:00,Lang_6f_full_1364,gpt-4o-mini,gpt-4o-mini-2024-07-18,356,41,397,7.8e-05
2026-07-08T13:56:27.614724+00:00,Lang_6f_full_1370,gpt-4o-mini,gpt-4o-mini-2024-07-18,358,43,401,7.95e-05
2026-07-08T13:56:29.552794+00:00,Lang_6f_full_1375,gpt-4o-mini,gpt-4o-mini-2024-07-18,373,46,419,8.355e-05
2026-07-08T13:56:32.901384+00:00,Lang_6f_full_1390,gpt-4o-mini,gpt-4o-mini-2024-07-18,325,39,364,7.214999999999999e-05
2026-07-08T13:56:34.759563+00:00,Lang_6f_full_1392,gpt-4o-mini,gpt-4o-mini-2024-07-18,327,37,364,7.125e-05
2026-07-08T13:56:36.295271+00:00,Lang_6f_full_1397,gpt-4o-mini,gpt-4o-mini-2024-07-18,325,48,373,7.755e-05
2026-07-08T13:56:38.166726+00:00,Lang_6f_full_140,gpt-4o-mini,gpt-4o-mini-2024-07-18,362,41,403,7.89e-05
2026-07-08T13:56:40.150270+00:00,Lang_6f_full_1400,gpt-4o-mini,gpt-4o-mini-2024-07-18,333,49,382,7.935e-05
2026-07-08T13:56:42.294352+00:00,Lang_6f_full_1408,gpt-4o-mini,gpt-4o-mini-2024-07-18,347,44,391,7.845e-05
2026-07-08T13:56:44.211028+00:00,Lang_6f_full_1441,gpt-4o-mini,gpt-4o-mini-2024-07-18,353,49,402,8.235e-05
2026-07-08T13:56:46.372029+00:00,Lang_6f_full_1454,gpt-4o-mini,gpt-4o-mini-2024-07-18,360,50,410,8.400000000000001e-05
2026-07-08T13:56:48.138934+00:00,Lang_6f_full_1456,gpt-4o-mini,gpt-4o-mini-2024-07-18,325,47,372,7.695e-05
2026-07-08T13:56:49.933815+00:00,Lang_6f_full_146,gpt-4o-mini,gpt-4o-mini-2024-07-18,298,46,344,7.23e-05
2026-07-08T13:56:52.011096+00:00,Lang_6f_full_1467,gpt-4o-mini,gpt-4o-mini-2024-07-18,300,48,348,7.379999999999999e-05
2026-07-08T13:56:53.786146+00:00,Lang_6f_full_1469,gpt-4o-mini,gpt-4o-mini-2024-07-18,328,44,372,7.56e-05
2026-07-08T13:56:55.608685+00:00,Lang_6f_full_1494,gpt-4o-mini,gpt-4o-mini-2024-07-18,312,41,353,7.14e-05
2026-07-08T13:56:57.335238+00:00,Lang_6f_full_1501,gpt-4o-mini,gpt-4o-mini-2024-07-18,276,46,322,6.9e-05
2026-07-08T13:56:59.046768+00:00,Lang_6f_full_1503,gpt-4o-mini,gpt-4o-mini-2024-07-18,327,54,381,8.144999999999999e-05
2026-07-08T13:57:00.999798+00:00,Lang_6f_full_1515,gpt-4o-mini,gpt-4o-mini-2024-07-18,327,52,379,8.025e-05
2026-07-08T13:57:02.964377+00:00,Lang_6f_full_152,gpt-4o-mini,gpt-4o-mini-2024-07-18,373,42,415,8.115e-05
2026-07-08T13:57:04.652258+00:00,Lang_6f_full_1520,gpt-4o-mini,gpt-4o-mini-2024-07-18,340,42,382,7.62e-05
2026-07-08T13:57:06.275211+00:00,Lang_6f_full_1527,gpt-4o-mini,gpt-4o-mini-2024-07-18,314,41,355,7.17e-05
2026-07-08T13:57:07.897805+00:00,Lang_6f_full_1534,gpt-4o-mini,gpt-4o-mini-2024-07-18,340,46,386,7.86e-05
2026-07-08T13:57:09.709253+00:00,Lang_6f_full_1561,gpt-4o-mini,gpt-4o-mini-2024-07-18,336,42,378,7.56e-05
2026-07-08T13:57:11.310026+00:00,Lang_6f_full_1571,gpt-4o-mini,gpt-4o-mini-2024-07-18,338,43,381,7.649999999999999e-05
2026-07-08T13:57:13.129794+00:00,Lang_6f_full_1591,gpt-4o-mini,gpt-4o-mini-2024-07-18,320,47,367,7.62e-05
2026-07-08T13:57:14.748803+00:00,Lang_6f_full_1594,gpt-4o-mini,gpt-4o-mini-2024-07-18,296,55,351,7.74e-05
2026-07-08T13:57:16.747371+00:00,Lang_6f_full_16,gpt-4o-mini,gpt-4o-mini-2024-07-18,350,37,387,7.47e-05
2026-07-08T13:57:18.539982+00:00,Lang_6f_full_160,gpt-4o-mini,gpt-4o-mini-2024-07-18,352,37,389,7.5e-05
2026-07-08T13:57:20.391611+00:00,Lang_6f_full_1614,gpt-4o-mini,gpt-4o-mini-2024-07-18,340,45,385,7.8e-05
2026-07-08T13:57:22.947229+00:00,Lang_6f_full_162,gpt-4o-mini,gpt-4o-mini-2024-07-18,378,40,418,8.070000000000001e-05
2026-07-08T13:57:24.858301+00:00,Lang_6f_full_163,gpt-4o-mini,gpt-4o-mini-2024-07-18,361,42,403,7.934999999999999e-05
2026-07-08T13:57:26.786231+00:00,Lang_6f_full_1635,gpt-4o-mini,gpt-4o-mini-2024-07-18,342,47,389,7.95e-05
2026-07-08T13:57:28.730829+00:00,Lang_6f_full_1636,gpt-4o-mini,gpt-4o-mini-2024-07-18,328,45,373,7.62e-05
2026-07-08T13:57:30.639962+00:00,Lang_6f_full_1637,gpt-4o-mini,gpt-4o-mini-2024-07-18,320,46,366,7.56e-05
2026-07-08T13:57:32.773466+00:00,Lang_6f_full_164,gpt-4o-mini,gpt-4o-mini-2024-07-18,352,40,392,7.68e-05
2026-07-08T13:57:34.836995+00:00,Lang_6f_full_165,gpt-4o-mini,gpt-4o-mini-2024-07-18,356,46,402,8.099999999999999e-05
2026-07-08T13:57:37.130000+00:00,Lang_6f_full_1667,gpt-4o-mini,gpt-4o-mini-2024-07-18,315,49,364,7.664999999999999e-05
2026-07-08T13:57:39.145981+00:00,Lang_6f_full_1669,gpt-4o-mini,gpt-4o-mini-2024-07-18,325,43,368,7.455e-05
2026-07-08T13:57:40.891229+00:00,Lang_6f_full_1686,gpt-4o-mini,gpt-4o-mini-2024-07-18,349,44,393,7.875e-05
2026-07-08T13:57:42.529199+00:00,Lang_6f_full_1688,gpt-4o-mini,gpt-4o-mini-2024-07-18,352,35,387,7.379999999999999e-05
2026-07-08T13:57:44.420431+00:00,Lang_6f_full_1690,gpt-4o-mini,gpt-4o-mini-2024-07-18,343,49,392,8.084999999999999e-05
2026-07-08T13:57:46.606136+00:00,Lang_6f_full_1700,gpt-4o-mini,gpt-4o-mini-2024-07-18,396,37,433,8.159999999999999e-05
2026-07-08T13:57:48.710493+00:00,Lang_6f_full_1704,gpt-4o-mini,gpt-4o-mini-2024-07-18,396,43,439,8.52e-05
2026-07-08T13:57:50.952344+00:00,Lang_6f_full_1723,gpt-4o-mini,gpt-4o-mini-2024-07-18,395,42,437,8.444999999999999e-05
2026-07-08T13:57:53.113515+00:00,Lang_6f_full_1736,gpt-4o-mini,gpt-4o-mini-2024-07-18,395,41,436,8.384999999999999e-05
2026-07-08T13:57:54.822965+00:00,Lang_6f_full_1743,gpt-4o-mini,gpt-4o-mini-2024-07-18,396,37,433,8.159999999999999e-05
2026-07-08T13:57:56.871423+00:00,Lang_6f_full_1750,gpt-4o-mini,gpt-4o-mini-2024-07-18,395,40,435,8.324999999999999e-05
2026-07-08T13:57:58.607719+00:00,Lang_6f_full_1755,gpt-4o-mini,gpt-4o-mini-2024-07-18,396,37,433,8.159999999999999e-05
2026-07-08T13:58:00.492769+00:00,Lang_6f_full_1759,gpt-4o-mini,gpt-4o-mini-2024-07-18,396,42,438,8.46e-05
2026-07-08T13:58:02.346641+00:00,Lang_6f_full_1795,gpt-4o-mini,gpt-4o-mini-2024-07-18,396,37,433,8.159999999999999e-05
2026-07-08T13:58:04.080451+00:00,Lang_6f_full_1805,gpt-4o-mini,gpt-4o-mini-2024-07-18,396,37,433,8.159999999999999e-05
2026-07-08T13:58:06.506005+00:00,Lang_6f_full_1815,gpt-4o-mini,gpt-4o-mini-2024-07-18,364,36,400,7.62e-05
2026-07-08T13:58:08.409388+00:00,Lang_6f_full_1817,gpt-4o-mini,gpt-4o-mini-2024-07-18,336,44,380,7.68e-05
2026-07-08T13:58:10.211233+00:00,Lang_6f_full_1828,gpt-4o-mini,gpt-4o-mini-2024-07-18,341,51,392,8.175e-05
2026-07-08T13:58:11.906794+00:00,Lang_6f_full_1829,gpt-4o-mini,gpt-4o-mini-2024-07-18,320,48,368,7.68e-05
2026-07-08T13:58:13.553558+00:00,Lang_6f_full_1833,gpt-4o-mini,gpt-4o-mini-2024-07-18,334,43,377,7.59e-05
2026-07-08T13:58:15.516039+00:00,Lang_6f_full_1838,gpt-4o-mini,gpt-4o-mini-2024-07-18,335,45,380,7.725000000000001e-05
2026-07-08T13:58:32.273693+00:00,Lang_6f_full_186,gpt-4o-mini,gpt-4o-mini-2024-07-18,310,46,356,7.41e-05
2026-07-08T13:58:34.500339+00:00,Lang_6f_full_1860,gpt-4o-mini,gpt-4o-mini-2024-07-18,300,49,349,7.439999999999999e-05
